,PostalCode,name,categories,lat,lng
41,M5G,Yueh Tung Chinese Restaurant,Chinese Restaurant,43.655281263429195,-79.3853365267765
42,M5G,Scaddabush Italian Kitchen & Bar,Italian Restaurant,43.658920292028725,-79.38289105381784
43,M5G,DoubleTree by Hilton Hotel Toronto Downtown,Hotel,43.6546083,-79.3859415
44,M5G,Dollarama,Discount Store,43.66068,-79.38468
45,M5G,The Black Canary Espresso Bar,Café,43.65702925121356,-79.38138512728051
46,M5G,Donatello Restaurant,Italian Restaurant,43.657489310288014,-79.38360495100461
47,M5G,Nando's,Portuguese Restaurant,43.66172826,-79.38639146
48,M5G,Toronto Vegetarian Association,Office,43.655953,-79.392854
49,M5G,Kathy's Sushi and Bento,Sushi Restaurant,43.65503087178274,-79.38672401443158
50,M5G,Taiyaki NYC - Toronto,Ice Cream Shop,43.65558,-79.384462
51,M5G,Indigo,Bookstore,43.65773818776676,-79.38966149215145
52,M5G,Doubletree Fitness Centre,Gym / Fitness Center,43.65460313972433,-79.38620388507843
53,M5G,Hard Candy Fitness,Gym / Fitness Center,43.659556180497816,-79.38244024080487
54,M5G,Marshalls,Department Store,43.659308,-79.3824621
55,M5G,Curry's Artists' Materials - Dundas St. West (Toronto),Arts & Crafts Store,43.654373220047354,-79.39100695118707
56,M5G,Starbucks,Coffee Shop,43.658204,-79.388998
57,M5G,Hong Shing Chinese Restaurant,Chinese Restaurant,43.65492521335936,-79.38708916106386
58,M5G,Hangry Burger,Burger Joint,43.66070999694819,-79.38283826775837
59,M5G,BMV Books,Bookstore,43.657047061091596,-79.38166061431659
60,M5G,Starbucks,Coffee Shop,43.657656,-79.385007
61,M5G,Suite 114,Speakeasy,43.655766,-79.38431
62,M5G,Gallery Sushi,Sushi Restaurant,43.6544805461278,-79.39063459151606
63,M5G,Lebanon Express,Falafel Restaurant,43.66099058425057,-79.38297576948105
64,M5G,Starbucks,Coffee Shop,43.65596912045543,-79.38268426666406
65,M5G,Booster Juice,Juice Bar,43.65631796,-79.38276487
66,M5G,Uncle Tetsu,Café,43.65603138949496,-79.38350988129672
67,M5G,Starbucks,Coffee Shop,43.65748,-79.384502
68,M5G,Booster Juice,Smoothie Shop,43.65865699,-79.38868207
69,M5G,Coco Fresh Tea & Juice,Bubble Tea Shop,43.65865989038909,-79.38204032226336
70,M5G,Fran's,Diner,43.661255320138636,-79.38389304122866
71,M5G,Adega Restaurant,Restaurant,43.65751886446546,-79.38346181502347
72,M5G,Colaba Junction,Indian Restaurant,43.66094,-79.385635
73,M5G,Ali Baba's - Yonge north of Dundas,Middle Eastern Restaurant,43.65791597172264,-79.38168923893144
74,M5G,Booster Juice,Juice Bar,43.660323,-79.385445
75,M5G,Fresh Start Coffee Co.,Café,43.657377165116216,-79.38439256972293
76,M5G,Indian Biriyani House,Indian Restaurant,43.65511996683289,-79.3866447102921
77,M5G,Shoppers Drug Mart,Pharmacy,43.657566,-79.388477
78,M5G,Ali Baba's,Middle Eastern Restaurant,43.65491647880546,-79.38717216891472
79,M5G,Thai On Yonge,Thai Restaurant,43.658607309508525,-79.38199875669441
80,M5G,Butter Baker,Bakery,43.65566927096165,-79.3842978108375
81,M5G,JOEY Eaton Centre,New American Restaurant,43.6560936540828,-79.38187792357716
82,M5G,Starbucks,Coffee Shop,43.659509,-79.382132
83,M5G,freshii,Salad Place,43.66128623053018,-79.38396405932683
84,M5G,Sliced,Café,43.65719251976614,-79.38448934975915
85,M5G,Subway,Sandwich Place,43.657379532300766,-79.38743239235635
86,M5G,Starbucks,Coffee Shop,43.655588,-79.385491
87,M5G,Fit for Life,Fast Food Restaurant,43.656160859715044,-79.3836044784079
88,M5G,Latte Mei 奶蓋咩,Tea Room,43.65489137554632,-79.38737632355183
89,M5G,Midi Bistro,French Restaurant,43.65587131386703,-79.39209126452964
90,M5G,Don Don Izakaya どんどん居酒屋,Japanese Restaurant,43.65558823131444,-79.3844538083497
91,M5G,Starbucks,Coffee Shop,43.65602357573824,-79.38877766280795
92,M5G,Reds Midtown Tavern,Wine Bar,43.659128249470015,-79.38226565563255
93,M5G,Bangkok Garden,Thai Restaurant,43.6578702903203,-79.38283718957292
94,M5G,California Sandwiches,Sandwich Place,43.660824989345386,-79.38288750546259
95,M5G,Arctic Bites,Ice Cream Shop,43.65608524137075,-79.39291311374251
96,M5G,Starbucks,Coffee Shop,43.654413,-79.387201
97,M5G,RBC Royal Bank,Bank,43.65458383437807,-79.38781419874164
98,M5G,Krispy Kreme Doughnut Cafe,Donut Shop,43.65577205054815,-79.391993340322
99,M5G,Subway,Sandwich Place,43.65946709895447,-79.38824850471555
0,M6G,Fiesta Farms,Grocery Store,43.66847077052224,-79.42048512748114
1,M6G,Contra Cafe,Café,43.669107144072974,-79.42610471852032
2,M6G,Vinny’s Panini,Italian Restaurant,43.67067884412717,-79.42614819830024
3,M6G,Scout and Cash Caffe,Café,43.66735987720157,-79.41993774586636
4,M6G,Starbucks,Coffee Shop,43.67153,-79.4214
5,M6G,Faema Caffe,Café,43.6710456734398,-79.41929697990417
6,M6G,Actinolite,Restaurant,43.66785822046965,-79.42805427320322
7,M6G,Stubbe Chocolates,Candy Store,43.67156577026589,-79.42128899001831
8,M6G,Loblaws,Grocery Store,43.671657,-79.421364
9,M6G,Gobo sushi,Japanese Restaurant,43.670783469721805,-79.42128720533807
10,M6G,Fiesta Gardens,Flower Shop,43.667913954232475,-79.42126377055394
11,M6G,Enterprise Rent-A-Car,Rental Car Location,43.671284,-79.423771
12,M6G,Sobeys Dupont,Grocery Store,43.670977,-79.427573
13,M6G,A&W Canada,American Restaurant,43.67146,-79.421643
14,M6G,Body Harmonics,Gym / Fitness Center,43.6716511977618,-79.42195709552006
15,M6G,Vivid Cleaning Inc.,Business Service,43.671643216708304,-79.42102432250975
16,M6G,Marlenes Just Babies,Baby Store,43.671824,-79.420499
17,M6G,Starbucks,Coffee Shop,43.672095,-79.420975
18,M6G,The Christie,Café,43.667261,-79.419984
19,M6G,President's Choice Financial Pavilion and ATM,Bank,43.672178,-79.420629
20,M6G,Dupont Disco,Nightclub,43.67048982553482,-79.42661141389264
21,M6G,Dominico Field  at Christie Pitts,Baseball Field,43.66640695083065,-79.42013717669943
22,M6G,Bento Sushi,Sushi Restaurant,43.6709778,-79.4275737
23,M6G,Queens Club,Athletics & Sports,43.672386069777616,-79.41810570233238
24,M6G,Marian Engel Park,Park,43.67375357657298,-79.42398759247811
25,M6G,Zipcar,Rental Car Location,43.66865,-79.41669
26,M6G,Garrison Creek Park,Park,43.67168977827157,-79.42780494689941
27,M6G,Foto Grocery,Grocery Store,43.66797858931121,-79.42821689567089
28,M6G,Zipcar,Rental Car Location,43.672532,-79.417954
0,M1H,Drupati's Roti & Doubles,Caribbean Restaurant,43.775222138791534,-79.24167761001029
1,M1H,Federick Restaurant,Hakka Restaurant,43.77469659057996,-79.24114242818267
2,M1H,Thai One On,Thai Restaurant,43.77446763641413,-79.24126833717742
3,M1H,Centennial Recreation Centre,Athletics & Sports,43.77459330890341,-79.23649962433035
4,M1H,TD Canada Trust,Bank,43.7748302,-79.2412514
5,M1H,Petro-Canada,Gas Station,43.774106,-79.243097
6,M1H,B&A Bakery,Bakery,43.77439074389114,-79.24387684648542
7,M1H,The Avenue,Lounge,43.77243726897931,-79.24196241109247
8,M1H,Xplosion Fitness Resolutions,Gym,43.775060491766396,-79.23995245087517
9,M1H,Y.U. Oriental,Spa,43.775122,-79.239793
10,M1H,The UPS Store,Shipping Store,43.775060351224695,-79.24081206321716
11,M1H,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.7759298356196,-79.23532833470263
12,M1H,grilled39,Burger Joint,43.77616039789073,-79.23528671264648
13,M1H,Island Fork,Caribbean Restaurant,43.77651674669652,-79.23537254333496
0,M2H,New York Fries,Fast Food Restaurant,43.80366383775661,-79.36390544874158
1,M2H,Eagle's Nest Golf Club,Golf Course,43.805454826002794,-79.36418592243415
2,M2H,AY Jackson Pool,Pool,43.804515413699576,-79.36613821581467
3,M2H,Villa Madina,Mediterranean Restaurant,43.80168506227364,-79.36393844569061
4,M2H,Duncan Creek Park,Dog Run,43.80553928816196,-79.36069456944033
5,M2H,A.Y. Jackson Secondary School Track,Athletics & Sports,43.80506848683886,-79.36667715153746
0,M3H,Wolfie's Deli,Deli / Bodega,43.754875481443555,-79.44243785404784
1,M3H,Bagel Plus,Restaurant,43.75539484400371,-79.4406859789969
2,M3H,Starbucks,Coffee Shop,43.755797,-79.440471
3,M3H,Best for Bride,Bridal Shop,43.7557891,-79.4378344
4,M3H,Tim Hortons,Coffee Shop,43.75476686520758,-79.44325044751167
5,M3H,Orly Restaurant & Grill,Middle Eastern Restaurant,43.754493246006334,-79.44350727697311
6,M3H,Dairy Queen,Ice Cream Shop,43.75567964325238,-79.44016579234159
7,M3H,TD Canada Trust,Bank,43.7562323,-79.4390254
8,M3H,Wakame Sushi,Sushi Restaurant,43.755382185036986,-79.44094461257187
9,M3H,Pizza Pizza,Pizza Place,43.75531145041057,-79.44112566629565
10,M3H,Wimpy's Diner,Diner,43.75620987159905,-79.43929448082638
11,M3H,RBC Royal Bank,Bank,43.755697951682755,-79.43818263436917
12,M3H,Popeyes Louisiana Kitchen,Fried Chicken Joint,43.754671343663034,-79.44274006861691
13,M3H,Subway,Sandwich Place,43.755741275340625,-79.44050193032683
14,M3H,Sheppard Plaza,Shopping Mall,43.75569512647938,-79.43961347354475
15,M3H,Petro-Canada,Gas Station,43.755112,-79.438838
16,M3H,Shoppers Drug Mart,Pharmacy,43.756239,-79.439599
17,M3H,Metro,Supermarket,43.75608379050764,-79.43978950381364
18,M3H,Sunrise Foods & Catering,Grocery Store,43.75517797040956,-79.4416685761199
19,M3H,Sheppard Plaza Variety,Convenience Store,43.755456362295725,-79.44069597981954
20,M3H,Palace Health Studio,Spa,43.755163,-79.442396
21,M3H,Imperial,Spa,43.755163,-79.442396
22,M3H,Dairy Queen,Ice Cream Shop,43.7557084229304,-79.4404461979866
23,M3H,Rogers,Mobile Phone Shop,43.756094,-79.440408
24,M3H,Rogers,Mobile Phone Shop,43.756052653816894,-79.44036757175827
25,M3H,Pet Valu,Pet Store,43.75577786294725,-79.43992119235982
26,M3H,NAPA AUTOPRO,Auto Workshop,43.75508620447593,-79.43892535404302
27,M3H,Healthy Planet,Health Food Store,43.75588488276475,-79.43931674371294
28,M3H,Yogurty's,Frozen Yogurt Shop,43.756190568366485,-79.43941837290544
29,M3H,All In The Cards,Gift Shop,43.756162,-79.439348
30,M3H,I.D.A. - New Canyon Pharmacy,Pharmacy,43.7555397,-79.4377112
31,M3H,Bathurst & Sheppard,Intersection,43.757535251951225,-79.43995259215554
32,M3H,Burnett Park,Park,43.75758512081283,-79.43985525270034
33,M3H,China Court,Chinese Restaurant,43.75578017077131,-79.43743743256304
0,M4H,Costco,Warehouse Store,43.70705091308799,-79.3480933503406
1,M4H,Iqbal Kebab & Sweet Centre,Indian Restaurant,43.705923230061344,-79.35152127765924
2,M4H,Fit4Less,Gym,43.705689,-79.346018
3,M4H,Bikram Yoga East York,Yoga Studio,43.70545001006983,-79.35144826217264
4,M4H,Hero Certified Burgers,Burger Joint,43.70551137025456,-79.34706447492002
5,M4H,Shoppers Drug Mart,Pharmacy,43.70581,-79.347044
6,M4H,Subway,Sandwich Place,43.704596336290024,-79.34967021023124
7,M4H,Iqbal foods,Grocery Store,43.70575095291481,-79.35205378554073
8,M4H,Hakka Garden,Indian Restaurant,43.704578351261326,-79.34977027417523
9,M4H,Petro-Canada,Gas Station,43.704058,-79.348094
10,M4H,Pizza Pizza,Pizza Place,43.705564293137044,-79.34713894303022
11,M4H,TD Canada Trust,Bank,43.7063562,-79.3456426
12,M4H,A&W,Fast Food Restaurant,43.706275,-79.34467
13,M4H,Tim Hortons,Coffee Shop,43.7050898,-79.3505453
14,M4H,Food Basics,Supermarket,43.70531094557909,-79.34732168914252
15,M4H,Thorncliffe Park Dr & Overlea Blvd,Intersection,43.704777261349896,-79.35006522829346
16,M4H,Mobarak Guardian Pharmacy,Pharmacy,43.7053327,-79.349651
17,M4H,Quiznos,Sandwich Place,43.705887244788975,-79.34702342783567
18,M4H,Mayfair Homes,Housing Development,43.70556,-79.35054
19,M4H,Kandahar Kabab,Middle Eastern Restaurant,43.70525,-79.348625
20,M4H,Cross Fit Quantum,Gym / Fitness Center,43.70688280775818,-79.35081900071673
21,M4H,I Care Pharmacy Services,Pharmacy,43.7065834,-79.3515075
22,M4H,WIRELESS etc.,Mobile Phone Shop,43.707096,-79.348051
23,M4H,Ardene,Accessories Store,43.70545935146599,-79.34634127956957
24,M4H,Pizza Pizza,Pizza Place,43.705425770871244,-79.3462684750557
25,M4H,Bentley,Luggage Store,43.70541218605295,-79.34616239015048
26,M4H,Bell,Mobile Phone Shop,43.7057631513115,-79.3460780382156
27,M4H,Dollarama,Discount Store,43.705689,-79.346018
28,M4H,Rogers Authorized Dealer - Wireless Guru,Mobile Phone Shop,43.705595,-79.34599
29,M4H,Fido Exclusive Dealer - Wireless DNA,Mobile Phone Shop,43.705595,-79.34599
30,M4H,TTC Bus #100 Flemingdon Park,Bus Line,43.70677140337971,-79.34658765792847
31,M4H,Swiss Chalet,Restaurant,43.707786042366365,-79.34413242874473
32,M4H,WIND Mobile,Electronics Store,43.70306,-79.34665
33,M4H,Wendy’s,Fast Food Restaurant,43.705116503799566,-79.35059756040579
34,M4H,LCBO,Liquor Store,43.706700447882305,-79.34501827004178
35,M4H,Leaside park,Park,43.70217669622919,-79.35137675914693
36,M4H,Belyea Bros. Heating & Cooling,Home Service,43.70878010117987,-79.34659838676453
37,M4H,East York Town Centre,Shopping Mall,43.70595808715077,-79.34621739557006
0,M5H,Four Seasons Centre for the Performing Arts,Concert Hall,43.650592,-79.385806
1,M5H,Nathan Phillips Square,Plaza,43.65227047322295,-79.38351631164551
2,M5H,Shangri-La Toronto,Hotel,43.64912919417502,-79.3865566853963
3,M5H,Bosk at Shangri-La,Asian Restaurant,43.649022736761516,-79.38582635521233
4,M5H,Rosalinda,Vegetarian / Vegan Restaurant,43.650252483069295,-79.38515575620075
5,M5H,The Keg Steakhouse + Bar - York Street,Restaurant,43.64998659318569,-79.38410336664538
6,M5H,Soho House Toronto,Speakeasy,43.64873430659662,-79.38654117564838
7,M5H,Cafe Landwer,Café,43.64875349932059,-79.3853673607289
8,M5H,Hy's Steakhouse,Steakhouse,43.649504756476944,-79.38291850488223
9,M5H,Downtown Toronto,Neighborhood,43.65323167517444,-79.38529600606677
10,M5H,John & Sons Oyster House,Seafood Restaurant,43.65065642537144,-79.38161285228475
11,M5H,M Square Coffee Co,Coffee Shop,43.65121797253777,-79.38355459932247
12,M5H,Adelaide Club Toronto,Gym / Fitness Center,43.64927944291712,-79.38192123284551
13,M5H,Bulldog On The Block,Coffee Shop,43.65065218852629,-79.38414092873634
14,M5H,Canadian Opera Company,Opera House,43.6506601893789,-79.38624169559013
15,M5H,JaBistro,Sushi Restaurant,43.64968685893743,-79.38809001547467
16,M5H,DAVIDsTEA,Tea Room,43.650546552943766,-79.38338493349875
17,M5H,The Cambridge Club,Gym,43.65166287812755,-79.38307469732278
18,M5H,Friendly Stranger - Cannabis Culture Shop,Smoke Shop,43.650386666114635,-79.38852348995324
19,M5H,Estiatorio Volos,Greek Restaurant,43.65032912559998,-79.38453301297716
20,M5H,Old City Hall,Monument / Landmark,43.652008800876125,-79.3817442232328
21,M5H,Hilton,Hotel,43.6499459,-79.385479
22,M5H,Assembly Chef's Hall,Food Court,43.650578865093934,-79.3834119303614
23,M5H,Pizzeria Libretto,Pizza Place,43.64833354686235,-79.38511050184168
24,M5H,Pi Co.,Pizza Place,43.648651,-79.385874
25,M5H,John & Sons Oyster House,Seafood Restaurant,43.65060229830571,-79.38155510682869
26,M5H,Lobby Lounge at the Shangri-La Toronto,Lounge,43.64915499986854,-79.38654574367817
27,M5H,Cactus Club Cafe,American Restaurant,43.6495520142626,-79.38167072512041
28,M5H,Noodle King,Asian Restaurant,43.65170632794881,-79.38304628912547
29,M5H,Maman,Café,43.64830873804684,-79.38225333898805
30,M5H,King Taps,Gastropub,43.648475974183,-79.38205778358744
31,M5H,Ninki Izakaya,Japanese Restaurant,43.65022782352305,-79.38486260004564
32,M5H,Sam James Coffee Bar (SJCB),Café,43.64788137014028,-79.38433152836829
33,M5H,Pilot Coffee Roasters,Coffee Shop,43.648835391245896,-79.3809358125033
34,M5H,Ruth's Chris Steak House,Steakhouse,43.6499174,-79.3857238
35,M5H,Tachi,Sushi Restaurant,43.65059603893127,-79.38339613055128
36,M5H,Brick Street Bakery,Bakery,43.6488151631615,-79.38060468610949
37,M5H,HotBlack Coffee,Coffee Shop,43.65036434800487,-79.38866907575726
38,M5H,The Burger's Priest,Fast Food Restaurant,43.64864328298093,-79.38753876719665
39,M5H,Pai,Thai Restaurant,43.64792310735613,-79.38857932631602
40,M5H,Burrito Boyz,Burrito Place,43.6484455955513,-79.3879951787513
41,M5H,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328
42,M5H,The Gabardine,American Restaurant,43.65098801064232,-79.38122513218154
43,M5H,Kojin,Colombian Restaurant,43.64939770725357,-79.38609106624851
44,M5H,John Allans,Salon / Barbershop,43.651446635211904,-79.38135389611388
45,M5H,Daily Press Juicery,Juice Bar,43.65038785952372,-79.38879174332155
46,M5H,Byblos Toronto,Mediterranean Restaurant,43.647615054171766,-79.3883810317138
47,M5H,Hakata Ikkousha Ramen,Ramen Restaurant,43.650299,-79.388753
48,M5H,Canoe,Restaurant,43.647452066183476,-79.38132001815676
49,M5H,Green Box Fresh Food Bar,Sandwich Place,43.650437581817954,-79.38861137514365
50,M5H,Planta Queen,Vegetarian / Vegan Restaurant,43.650622,-79.388154
51,M5H,Fune Japanese Restaurant,Japanese Restaurant,43.64851365544565,-79.38645657820041
52,M5H,Colibri,Taco Place,43.651041,-79.384065
53,M5H,Michael's on Simcoe,Steakhouse,43.64826881661747,-79.38632821234134
54,M5H,Civello Salon & Spa,Salon / Barbershop,43.6500197743058,-79.38940017059696
55,M5H,Kops Records,Record Shop,43.65051219841103,-79.38812570541256
56,M5H,Copacabana Grilled Brazilian,Brazilian Restaurant,43.64833259480477,-79.3881514766071
57,M5H,Dineen Coffee,Café,43.650497,-79.378765
58,M5H,Hudson's Bay,Department Store,43.652039815876805,-79.38039146122816
59,M5H,Kupfert & Kim (First Canadian Place),Gluten-free Restaurant,43.64854659465186,-79.38162406470161
60,M5H,Indigo,Bookstore,43.65351471121164,-79.38069591056922
61,M5H,Toronto City Hall Rooftop Garden,Garden,43.651230845735505,-79.3837674874531
62,M5H,Pumpernickel's Deli,Deli / Bodega,43.64883150054619,-79.38197006345457
63,M5H,Eggspectation Bell Trinity Square,Breakfast Spot,43.65314383888587,-79.38198016678167
64,M5H,Starbucks,Coffee Shop,43.650751,-79.388047
65,M5H,Boxcar Social Temperance,Bar,43.65055725249405,-79.38195634640063
66,M5H,Momofuku Noodle Bar,Noodle House,43.6493658716176,-79.38621652451032
67,M5H,FLOCK Rotisserie + Greens,Salad Place,43.65098849486318,-79.38191708712704
68,M5H,Equinox Bay Street,Gym,43.64809974034856,-79.37998869411526
69,M5H,The Rex Hotel Jazz & Blues Bar,Jazz Club,43.65050475544005,-79.38857723389897
70,M5H,Hilton Toronto Executive Lounge,Breakfast Spot,43.650363125865155,-79.38580184119992
71,M5H,Royal Alexandra Theatre,Theater,43.647255,-79.38753
72,M5H,Toronto PATH System,General Travel,43.64990340698978,-79.3830527039004
73,M5H,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014
74,M5H,Roy Thomson Hall,Concert Hall,43.6465886970634,-79.38597899374354
75,M5H,LUSH,Cosmetics Shop,43.653557,-79.3804
76,M5H,Textile Museum of Canada,Art Museum,43.65439630500274,-79.38650010906946
77,M5H,Apple Eaton Centre,Electronics Store,43.6528177,-79.3806173
78,M5H,Osgoode Hall Park,Park,43.651104579673685,-79.3862691864201
79,M5H,Sweet Lulu,Asian Restaurant,43.65055650489936,-79.38117543224395
80,M5H,Freshii,Salad Place,43.649273084327184,-79.38374831204301
81,M5H,Nadège,Dessert Shop,43.65057930357105,-79.38347551719117
82,M5H,iQ Food Co. (First Canadian Place),Salad Place,43.64835708519922,-79.38219241858727
83,M5H,Fitness Centre,Gym,43.65098505166592,-79.38400232084814
84,M5H,Essential Beauty Bar,Cosmetics Shop,43.65051268683632,-79.38802119167447
85,M5H,Thai Island,Thai Restaurant,43.64914597811404,-79.38379835292523
86,M5H,Lavish & Squalor,Clothing Store,43.65030427070834,-79.38892664709715
87,M5H,Bymark,Restaurant,43.647217284018005,-79.38125188166379
88,M5H,Starbucks,Coffee Shop,43.646731,-79.383951
89,M5H,Dineen @CommerceCourt,Coffee Shop,43.648250543365556,-79.38012728220869
90,M5H,Astarté Fresh Yogurt Bar,Café,43.647595917807365,-79.38641938975012
91,M5H,Leña,Latin American Restaurant,43.651722,-79.379205
92,M5H,Poke Guys,Poke Place,43.65489527525682,-79.38505238381624
93,M5H,The Fifth & Terrace,Modern European Restaurant,43.649249809335,-79.38931975675418
94,M5H,The Adelaide Hotel Toronto,Hotel,43.6498312,-79.3801639
95,M5H,Yuzu No Hana,Sushi Restaurant,43.6483011115534,-79.3883359381972
96,M5H,Five Guys,Burger Joint,43.6487987190222,-79.3816807899204
97,M5H,Queen St. Warehouse,Bar,43.650116540590425,-79.3903160886256
98,M5H,Queen Mother Cafe,Thai Restaurant,43.650401,-79.389156
99,M5H,Mercatto,Italian Restaurant,43.6502431921682,-79.38081989149896
0,M6H,The Greater Good Bar,Bar,43.669409,-79.439267
1,M6H,Parallel,Middle Eastern Restaurant,43.66951635632503,-79.43872770646192
2,M6H,FreshCo,Grocery Store,43.66791838591585,-79.44075425394298
3,M6H,Blood Brothers Brewing,Brewery,43.66994369492681,-79.43653285503387
4,M6H,Happy Bakery & Pastries,Bakery,43.66705039063128,-79.44179124412831
5,M6H,Nova Era Bakery,Bakery,43.66988647609785,-79.43758190821525
6,M6H,The Sovereign,Café,43.673115708192206,-79.44026498681781
7,M6H,Rehearsal Factory,Music Venue,43.66887675155326,-79.44360330056674
8,M6H,Food Basics,Supermarket,43.6668856311364,-79.44669127467023
9,M6H,TD Canada Trust,Bank,43.6679341,-79.4416984
10,M6H,Wallace Emerson Park,Park,43.66693250395496,-79.4394486237563
11,M6H,Rexall,Pharmacy,43.667504,-79.442086
12,M6H,Shoppers Drug Mart,Pharmacy,43.666745,-79.447446
13,M6H,The Brick,Furniture / Home Store,43.66912616885337,-79.44025978782156
14,M6H,Galleria Smokers Choice,Smoke Shop,43.668135,-79.44004598818758
15,M6H,Pet Valu,Pet Store,43.667096215743925,-79.44175682188086
16,M6H,Macedo,Wine Shop,43.669505607786704,-79.4394486237563
17,M6H,North Of Brooklyn Pizzeria,Pizza Place,43.669467,-79.439335
18,M6H,Wallace Emerson Community Centre,Pool,43.66729321721379,-79.43947609874155
19,M6H,Lynx Music,Recording Studio,43.667425,-79.444994
20,M6H,Cooper Cole Gallery,Art Gallery,43.668864978053634,-79.43763256072998
21,M6H,Coffee Time,Coffee Shop,43.66683723870163,-79.4461966261001
22,M6H,TTC Stop #5214,Bus Stop,43.66903500563244,-79.44730064066275
23,M6H,241 Pizza,Pizza Place,43.672947746925885,-79.44097121035823
24,M6H,Primrose Avenue Parkette,Playground,43.67172281345672,-79.44658634913284
25,M6H,Stop BBQ Chicken,Brazilian Restaurant,43.665923081653766,-79.43804189355156
0,M1J,Canada Edge Marketers Corporation,Women's Store,43.7416801,-79.2370605
0,M2J,The LEGO Store,Toy / Game Store,43.77820727238842,-79.34348299621146
1,M2J,CF Fairview Mall,Shopping Mall,43.77798094562394,-79.3443966988859
2,M2J,Apple Fairview,Electronics Store,43.7778832,-79.3437891
3,M2J,Moxie's Classic Grill,American Restaurant,43.777778810576905,-79.34318499889385
4,M2J,Purdys Chocolatier,Chocolate Shop,43.77816,-79.344154
5,M2J,Starbucks,Coffee Shop,43.77799,-79.344091
6,M2J,Michel's Baguette,Bakery,43.77708227220403,-79.34455653003414
7,M2J,De Berardini's,Salon / Barbershop,43.77806925637981,-79.34264197549473
8,M2J,SilverCity,Movie Theater,43.77868093228815,-79.3440850072426
9,M2J,Booster Juice,Juice Bar,43.77742786,-79.3449699
10,M2J,New York Fries - Fairview Mall,Restaurant,43.77860499015611,-79.34357713182652
11,M2J,Hero Certified Burgers,Burger Joint,43.7772948385197,-79.34458372068603
12,M2J,Aroma Espresso Bar,Coffee Shop,43.777700197902725,-79.34465166972005
13,M2J,Shoppers Drug Mart,Pharmacy,43.77817,-79.345014
14,M2J,H&M,Clothing Store,43.77754859086118,-79.34560423018411
15,M2J,Fairview Library Theatre,Theater,43.779018057023805,-79.34652599431665
16,M2J,Hudson's Bay,Department Store,43.777830351654046,-79.34304327486974
17,M2J,Old Navy,Clothing Store,43.7779901,-79.3440914
18,M2J,Ten Ren's Tea Time,Juice Bar,43.777158444629066,-79.34453087278449
19,M2J,LCBO,Liquor Store,43.77895496200283,-79.34504796258686
20,M2J,RBC Royal Bank,Bank,43.777303882018465,-79.3446527392512
21,M2J,TD Canada Trust,Bank,43.777763,-79.345974
22,M2J,EB Games,Video Game Store,43.7781866230844,-79.3433096596408
23,M2J,Fairview Mall Food Garden,Food Court,43.77836930887007,-79.34321606591291
24,M2J,Thai Express,Restaurant,43.77799,-79.344091
25,M2J,Tim Hortons,Coffee Shop,43.777964,-79.344715
26,M2J,Tim Hortons,Coffee Shop,43.7749925,-79.3463027
27,M2J,Tommy Hilfiger,Clothing Store,43.77742747193735,-79.34589327979445
28,M2J,Heart Sushi,Japanese Restaurant,43.777203,-79.343805
29,M2J,Bourbon St. Grill,Fast Food Restaurant,43.77827649168577,-79.34324149162853
30,M2J,Tim Hortons,Coffee Shop,43.77524918178477,-79.34773966670036
31,M2J,KFC,Fast Food Restaurant,43.7776,-79.3442
32,M2J,Spring Rolls,Asian Restaurant,43.777350695180374,-79.34397727347279
33,M2J,Hollister Co.,Clothing Store,43.778088689883695,-79.34370423838938
34,M2J,Zara,Clothing Store,43.777961241763556,-79.34469070057258
35,M2J,SEPHORA,Cosmetics Shop,43.7784228,-79.3437426
36,M2J,Z•teca,Burrito Place,43.777216678163484,-79.3444011179068
37,M2J,SportChek,Sporting Goods Shop,43.777760996766865,-79.34315772052062
38,M2J,McDonald's,Fast Food Restaurant,43.7784074,-79.3435742
39,M2J,St. Louis Bar & Grill,Bar,43.77721460733997,-79.34508093497027
40,M2J,Forever XXI,Clothing Store,43.778289762312255,-79.34330244159452
41,M2J,Hallmark,Gift Shop,43.77792978677985,-79.34441786796201
42,M2J,Druxy's,Deli / Bodega,43.77878702526164,-79.34444702976553
43,M2J,The Face Shop,Cosmetics Shop,43.777601,-79.344614
44,M2J,Pandora Jewellery,Jewelry Store,43.7787787,-79.3447208
45,M2J,BCBG Max Azria,Boutique,43.77696607091188,-79.34701924857568
46,M2J,Urban Behavior,Women's Store,43.77695,-79.346133
47,M2J,Walking on a cloud,Shoe Store,43.77795589204921,-79.34611288524502
48,M2J,Real Fruit Bubble Tea,Bubble Tea Shop,43.777753,-79.344972
49,M2J,Esprit,Clothing Store,43.777509876348375,-79.3456948427695
50,M2J,Danier Leather,Clothing Store,43.77791549617769,-79.34462122500315
51,M2J,SKECHERS Retail,Shoe Store,43.777864655579364,-79.34462428092957
52,M2J,Garage Clothing,Clothing Store,43.77695171853015,-79.34700906250485
53,M2J,Club Monaco,Clothing Store,43.77752628420135,-79.34577465099842
54,M2J,Teaopia,Tea Room,43.77874324350523,-79.34451221242404
55,M2J,GNC,Supplement Shop,43.77843789497575,-79.344162940979
56,M2J,Nike,Sporting Goods Shop,43.77774478763252,-79.3445000181249
